purchase_id,user_id,skin_name,rarity,price_vp,region,payment_method,purchase_date
6220,489034,Reaver Vandal,Premium,1775,NA,PayPal,2026-04-29 10:26:44
6221,485728,Prelude to Chaos Vandal,Premium,1775,NA,Credit Card,2026-01-20 01:32:37
6222,897248,Elderflame Operator,Deluxe,1275,NA,Credit Card,2026-03-15 00:54:18
6223,702382,Ion Sheriff,Select,875,LAN,Valorant Points Card,2026-01-13 06:26:46
6224,498211,RGX Blade,Select,875,LAS,Credit Card,2026-04-13 06:54:12
6225,471507,Glitchpop Phantom,Deluxe,1275,BR,Valorant Points Card,2026-01-12 17:07:09
6226,677810,Reaver Vandal,Ultra,2475,LAS,Credit Card,2026-01-22 14:02:15
6227,510923,RGX Blade,Ultra,4350,AP,PayPal,2026-03-25 07:22:39
6228,332758,Reaver Vandal,Deluxe,1275,AP,Valorant Points Card,2026-01-20 07:53:13
6229,448544,Ion Sheriff,Premium,1775,EU,PayPal,2026-01-05 10:00:35
6230,408183,Reaver Vandal,Ultra,2475,NA,PayPal,2026-01-10 20:38:35
6231,141400,Elderflame Operator,Deluxe,1275,BR,Credit Card,2026-01-09 07:21:20
6232,421963,Oni Katana,Select,875,BR,PayPal,2026-01-23 21:19:13
6233,256822,Prelude to Chaos Vandal,Select,875,EU,Valorant Points Card,2026-01-28 16:03:34
6234,972470,Prime Phantom,Select,875,EU,Credit Card,2026-04-18 19:23:39
6235,346180,Glitchpop Phantom,Select,875,NA,Credit Card,2026-02-02 08:46:07
6236,983133,RGX Blade,Select,875,NA,PayPal,2026-04-06 08:54:35
6237,801665,Prime Phantom,Premium,1775,BR,Valorant Points Card,2026-01-26 08:24:12
6238,249448,Reaver Vandal,Deluxe,1275,BR,Credit Card,2026-03-18 02:18:24
6239,777930,Prime Phantom,Select,875,NA,Credit Card,2026-01-19 01:02:03
6240,836004,Elderflame Operator,Premium,1775,NA,Valorant Points Card,2026-01-02 20:05:01
6241,654207,Prime Phantom,Deluxe,1275,LAS,Valorant Points Card,2026-02-08 18:23:21
6242,346493,Oni Katana,Deluxe,1275,AP,Credit Card,2026-03-26 18:06:34
6243,455573,Glitchpop Phantom,Select,875,LAS,Valorant Points Card,2026-03-25 13:12:34
6244,804516,Elderflame Operator,Select,875,LAS,Valorant Points Card,2026-02-22 02:24:34
6245,679760,Prelude to Chaos Vandal,Select,875,EU,Valorant Points Card,2026-04-09 22:50:10
6246,760102,Oni Katana,Deluxe,1275,AP,Credit Card,2026-02-06 21:30:00
6247,339146,Prelude to Chaos Vandal,Deluxe,1275,AP,Valorant Points Card,2026-01-11 07:15:52
6248,570669,Prime Phantom,Deluxe,1275,AP,PayPal,2026-04-24 11:05:16
6249,200953,Reaver Vandal,Select,875,EU,PayPal,2026-02-23 03:03:31
6250,473186,RGX Blade,Deluxe,1275,LAN,Valorant Points Card,2026-03-24 10:18:11
6251,441035,Prelude to Chaos Vandal,Deluxe,1275,EU,Credit Card,2026-02-05 06:15:45
6252,540759,Reaver Vandal,Deluxe,1275,NA,PayPal,2026-04-08 10:17:49
6253,618496,Reaver Vandal,Select,875,BR,PayPal,2026-01-12 12:25:10
6254,290458,Reaver Vandal,Deluxe,1275,NA,Valorant Points Card,2026-05-04 20:39:45
6255,896366,Ion Sheriff,Select,875,EU,PayPal,2026-04-22 13:19:41
6256,155352,Ion Sheriff,Select,875,LAN,Credit Card,2026-02-27 03:40:43
6257,252197,Oni Katana,Premium,1775,EU,Credit Card,2026-02-15 11:48:52
6258,511111,Ion Sheriff,Deluxe,1275,AP,Valorant Points Card,2026-01-23 22:11:22
6259,526795,Elderflame Operator,Ultra,2475,AP,Credit Card,2026-04-20 09:00:31
6260,324117,Glitchpop Phantom,Select,875,AP,PayPal,2026-01-08 18:26:53
6261,382265,RGX Blade,Select,875,AP,Valorant Points Card,2026-01-05 08:14:52
6262,104078,Reaver Vandal,Ultra,2475,EU,Credit Card,2026-03-15 01:46:06
6263,251888,RGX Blade,Ultra,4350,LAS,Valorant Points Card,2026-03-23 19:46:27
6264,726073,Prelude to Chaos Vandal,Deluxe,1275,AP,Valorant Points Card,2026-02-10 15:22:24
6265,995809,Oni Katana,Deluxe,1275,LAS,Valorant Points Card,2026-04-30 01:37:03
6266,146731,Ion Sheriff,Premium,1775,BR,Valorant Points Card,2026-04-04 14:08:47
6267,399908,Glitchpop Phantom,Premium,1775,LAS,Credit Card,2026-02-04 16:27:01
6268,241425,Ion Sheriff,Select,875,LAS,Valorant Points Card,2026-04-24 19:07:22
6269,355563,Elderflame Operator,Select,875,NA,Credit Card,2026-03-30 19:29:28
6270,591757,Prelude to Chaos Vandal,Select,875,BR,PayPal,2026-04-15 19:53:18
6271,601354,Glitchpop Phantom,Select,875,AP,Valorant Points Card,2026-05-06 14:18:15
6272,517712,RGX Blade,Deluxe,1275,EU,Credit Card,2026-04-17 00:29:53
6273,283936,Prime Phantom,Premium,1775,LAN,Credit Card,2026-03-07 11:15:56
6274,370128,Glitchpop Phantom,Premium,1775,LAS,Credit Card,2026-03-03 20:29:50
6275,145570,Ion Sheriff,Deluxe,1275,LAS,Credit Card,2026-01-16 10:44:27
6276,114377,Reaver Vandal,Select,875,LAN,Credit Card,2026-02-06 09:39:42
6277,393017,Oni Katana,Deluxe,1275,BR,Credit Card,2026-02-09 15:06:44
6278,126084,Ion Sheriff,Select,875,AP,Valorant Points Card,2026-04-23 20:35:06
6279,748538,Elderflame Operator,Select,875,LAS,Credit Card,2026-04-05 04:06:27
6280,272670,Ion Sheriff,Ultra,2475,LAS,Valorant Points Card,2026-02-03 10:35:16
6281,935057,Glitchpop Phantom,Premium,1775,EU,Credit Card,2026-01-25 02:10:36
6282,649963,RGX Blade,Deluxe,1275,BR,Valorant Points Card,2026-02-12 11:59:56
6283,579604,Prelude to Chaos Vandal,Deluxe,1275,BR,Valorant Points Card,2026-04-17 14:30:42
6284,286417,Oni Katana,Premium,1775,EU,Credit Card,2026-03-31 23:05:01
6285,794852,Glitchpop Phantom,Deluxe,1275,NA,PayPal,2026-01-10 22:47:09
6286,601583,Oni Katana,Premium,1775,BR,Credit Card,2026-04-10 22:46:43
6287,539639,Ion Sheriff,Premium,1775,NA,PayPal,2026-03-08 00:45:21
6288,471819,RGX Blade,Deluxe,1275,NA,Credit Card,2026-03-16 21:42:48
6289,464023,Oni Katana,Deluxe,1275,BR,Valorant Points Card,2026-04-19 03:49:53
6290,881785,RGX Blade,Premium,1775,NA,PayPal,2026-02-26 14:14:19
6291,147835,Oni Katana,Select,875,EU,Valorant Points Card,2026-01-11 13:32:49
6292,375429,Glitchpop Phantom,Deluxe,1275,AP,Credit Card,2026-05-04 05:43:13
6293,628212,RGX Blade,Ultra,4350,NA,Credit Card,2026-01-02 16:56:16
6294,577438,Prime Phantom,Select,875,NA,PayPal,2026-04-18 08:11:54
6295,288292,Ion Sheriff,Select,875,BR,PayPal,2026-02-12 16:07:32
6296,600853,RGX Blade,Deluxe,1275,BR,Valorant Points Card,2026-03-24 12:51:32
6297,750565,Elderflame Operator,Select,875,EU,Valorant Points Card,2026-05-06 20:45:54
6298,288330,Elderflame Operator,Ultra,4350,LAS,PayPal,2026-01-13 19:24:53
6299,132558,Glitchpop Phantom,Deluxe,1275,LAS,Valorant Points Card,2026-03-16 23:15:26
6300,770377,RGX Blade,Select,875,NA,PayPal,2026-02-27 23:14:18
6301,495633,Oni Katana,Deluxe,1275,AP,Valorant Points Card,2026-04-04 08:04:53
6302,489532,Elderflame Operator,Premium,1775,AP,PayPal,2026-05-03 06:49:28
6303,660708,Reaver Vandal,Premium,1775,EU,PayPal,2026-03-21 19:45:48
6304,277665,Prime Phantom,Select,875,BR,PayPal,2026-04-13 15:36:29
6305,421428,Prelude to Chaos Vandal,Deluxe,1275,EU,PayPal,2026-02-25 12:22:59
6306,390754,Prime Phantom,Premium,1775,BR,Valorant Points Card,2026-05-08 06:01:15
6307,581417,Elderflame Operator,Deluxe,1275,BR,PayPal,2026-01-06 22:03:48
6308,473167,RGX Blade,Ultra,4350,LAN,Credit Card,2026-03-07 05:22:55
6309,346474,RGX Blade,Premium,1775,EU,Credit Card,2026-02-25 02:22:41
6310,428598,Oni Katana,Select,875,BR,Credit Card,2026-02-21 11:54:35
6311,645011,Oni Katana,Select,875,LAN,Valorant Points Card,2026-02-05 19:54:24
6312,193769,Elderflame Operator,Select,875,LAN,Valorant Points Card,2026-02-26 19:35:49
6313,507485,Glitchpop Phantom,Select,875,EU,Credit Card,2026-02-17 13:27:40
6314,322403,Prelude to Chaos Vandal,Deluxe,1275,NA,Credit Card,2026-02-07 09:55:14
6315,645249,Reaver Vandal,Ultra,4350,NA,PayPal,2026-04-29 20:29:53
6316,693029,Prime Phantom,Ultra,2475,NA,Credit Card,2026-03-25 00:53:26
6317,566706,Glitchpop Phantom,Select,875,NA,Valorant Points Card,2026-03-26 04:05:49
6318,379105,Elderflame Operator,Deluxe,1275,AP,Valorant Points Card,2026-03-07 13:07:44
6319,512992,Glitchpop Phantom,Deluxe,1275,AP,Credit Card,2026-04-02 16:38:59
6320,838407,RGX Blade,Select,875,LAS,PayPal,2026-02-03 15:03:51
6321,943187,Elderflame Operator,Select,875,LAN,Credit Card,2026-02-25 13:14:51
6322,381531,Oni Katana,Select,875,LAN,PayPal,2026-01-05 18:02:04
6323,482644,Oni Katana,Ultra,4350,LAN,PayPal,2026-02-05 23:21:12
6324,394300,Prime Phantom,Deluxe,1275,EU,Valorant Points Card,2026-04-30 11:37:48
6325,774270,Glitchpop Phantom,Deluxe,1275,NA,PayPal,2026-03-22 00:09:43
6326,387782,Prelude to Chaos Vandal,Premium,1775,AP,Valorant Points Card,2026-02-19 22:01:05
6327,820948,Elderflame Operator,Select,875,NA,Valorant Points Card,2026-03-07 19:27:07
6328,588646,Prelude to Chaos Vandal,Deluxe,1275,BR,Valorant Points Card,2026-01-24 19:51:33
6329,876873,RGX Blade,Ultra,4350,BR,Valorant Points Card,2026-02-28 17:47:48
6330,713535,Prelude to Chaos Vandal,Select,875,AP,Valorant Points Card,2026-04-12 17:07:13
6331,432734,RGX Blade,Deluxe,1275,LAS,Credit Card,2026-03-06 07:50:32
6332,270139,Elderflame Operator,Premium,1775,AP,PayPal,2026-04-28 06:58:46
6333,459290,Prelude to Chaos Vandal,Premium,1775,EU,PayPal,2026-04-11 11:02:00
6334,177242,Prelude to Chaos Vandal,Select,875,LAS,Valorant Points Card,2026-01-19 08:59:42
6335,884876,Prime Phantom,Deluxe,1275,BR,PayPal,2026-04-02 19:33:02
6336,434937,Oni Katana,Ultra,2475,LAN,PayPal,2026-05-06 15:37:51
6337,873697,Glitchpop Phantom,Select,875,NA,Credit Card,2026-03-04 16:36:29
6338,139520,Elderflame Operator,Select,875,EU,Credit Card,2026-03-19 10:26:47
6339,709615,Ion Sheriff,Deluxe,1275,EU,PayPal,2026-02-17 15:11:01
6340,268677,Prelude to Chaos Vandal,Select,875,BR,Valorant Points Card,2026-03-20 03:49:10
6341,292211,Prime Phantom,Premium,1775,LAS,Credit Card,2026-04-15 06:43:57
6342,759436,Prelude to Chaos Vandal,Select,875,LAN,Credit Card,2026-03-25 05:16:45
6343,244812,Ion Sheriff,Select,875,BR,Valorant Points Card,2026-04-23 17:00:43
6344,647065,Ion Sheriff,Select,875,LAN,Credit Card,2026-02-09 15:18:02
6345,196262,Prime Phantom,Select,875,EU,PayPal,2026-03-24 02:43:54
6346,597298,Reaver Vandal,Ultra,2475,AP,Credit Card,2026-02-17 03:11:24
6347,626680,Reaver Vandal,Select,875,AP,Valorant Points Card,2026-04-30 13:15:36
6348,736843,Prelude to Chaos Vandal,Premium,1775,AP,Credit Card,2026-02-24 16:40:11
6349,378797,Prime Phantom,Deluxe,1275,LAS,Valorant Points Card,2026-04-05 23:04:29
6350,149471,Prelude to Chaos Vandal,Deluxe,1275,EU,Valorant Points Card,2026-04-07 16:45:29
6351,462077,Prime Phantom,Select,875,NA,Credit Card,2026-03-23 15:43:21
6352,278825,RGX Blade,Select,875,LAN,PayPal,2026-04-18 19:35:57
6353,909716,Elderflame Operator,Deluxe,1275,LAS,Credit Card,2026-01-12 23:13:59
6354,174625,Reaver Vandal,Deluxe,1275,LAS,PayPal,2026-03-31 13:09:16
6355,132686,Prelude to Chaos Vandal,Select,875,NA,PayPal,2026-02-16 00:43:31
6356,516231,Oni Katana,Deluxe,1275,AP,Credit Card,2026-02-23 22:53:43
6357,847072,Prelude to Chaos Vandal,Premium,1775,AP,PayPal,2026-04-08 00:35:21
6358,251588,Glitchpop Phantom,Select,875,LAN,Valorant Points Card,2026-02-14 19:12:39
6359,871806,Ion Sheriff,Ultra,4350,BR,Valorant Points Card,2026-04-18 03:04:21
6360,911129,Reaver Vandal,Premium,1775,EU,Valorant Points Card,2026-04-10 06:14:25
6361,360381,Prelude to Chaos Vandal,Deluxe,1275,LAN,PayPal,2026-04-17 08:51:37
6362,576784,Prelude to Chaos Vandal,Deluxe,1275,EU,Credit Card,2026-05-08 07:56:58
6363,248944,Prelude to Chaos Vandal,Premium,1775,LAS,PayPal,2026-05-06 07:41:03
6364,713831,Prelude to Chaos Vandal,Deluxe,1275,LAS,Credit Card,2026-01-30 15:53:26
6365,654491,Prime Phantom,Select,875,LAS,PayPal,2026-04-04 14:29:09
6366,940898,Glitchpop Phantom,Select,875,LAN,PayPal,2026-02-05 16:09:10
6367,815085,Ion Sheriff,Deluxe,1275,AP,Valorant Points Card,2026-02-24 03:48:39
6368,880432,Reaver Vandal,Select,875,NA,PayPal,2026-03-20 01:28:19
6369,354080,Elderflame Operator,Deluxe,1275,LAS,PayPal,2026-03-05 02:37:21
6370,644874,Prime Phantom,Deluxe,1275,AP,Valorant Points Card,2026-04-20 10:45:35
6371,307081,Oni Katana,Deluxe,1275,NA,Valorant Points Card,2026-03-15 03:04:47
6372,742625,Prime Phantom,Select,875,AP,Credit Card,2026-01-03 04:06:06
6373,235270,Ion Sheriff,Premium,1775,NA,Valorant Points Card,2026-01-13 20:25:40
6374,949935,Prelude to Chaos Vandal,Select,875,LAN,PayPal,2026-05-07 05:09:38
6375,724705,Elderflame Operator,Select,875,LAS,Credit Card,2026-04-12 21:56:25
6376,266831,Glitchpop Phantom,Premium,1775,LAS,Credit Card,2026-03-12 22:21:03
6377,831978,Reaver Vandal,Premium,1775,BR,Valorant Points Card,2026-02-24 19:06:12
6378,103167,Ion Sheriff,Select,875,EU,Credit Card,2026-04-13 08:17:13
6379,766339,Oni Katana,Deluxe,1275,AP,Valorant Points Card,2026-04-18 04:35:40
6380,593736,Glitchpop Phantom,Select,875,LAN,Credit Card,2026-02-12 12:30:18
6381,635028,Elderflame Operator,Select,875,AP,Credit Card,2026-04-17 23:11:28
6382,641585,Elderflame Operator,Ultra,2475,EU,PayPal,2026-02-22 04:45:14
6383,862587,RGX Blade,Premium,1775,BR,Valorant Points Card,2026-03-23 08:27:40
6384,138396,RGX Blade,Ultra,4350,BR,PayPal,2026-02-11 05:29:11
6385,667090,Glitchpop Phantom,Premium,1775,AP,Valorant Points Card,2026-04-05 09:45:02
6386,361272,Oni Katana,Premium,1775,EU,Valorant Points Card,2026-03-03 02:10:56
6387,368461,Reaver Vandal,Select,875,NA,Credit Card,2026-03-24 17:53:14
6388,545421,Oni Katana,Select,875,LAN,PayPal,2026-03-30 02:12:44
6389,512752,Elderflame Operator,Premium,1775,LAS,Valorant Points Card,2026-01-23 13:09:54
6390,829791,RGX Blade,Select,875,BR,Valorant Points Card,2026-04-30 09:30:11
6391,754789,Reaver Vandal,Select,875,EU,Valorant Points Card,2026-01-19 23:53:00
6392,315495,Glitchpop Phantom,Ultra,4350,LAN,Valorant Points Card,2026-04-22 15:56:57
6393,645955,Prime Phantom,Deluxe,1275,BR,Credit Card,2026-01-12 05:31:15
6394,877682,RGX Blade,Select,875,NA,PayPal,2026-01-11 05:51:45
6395,820245,Glitchpop Phantom,Select,875,EU,Valorant Points Card,2026-03-24 14:28:28
6396,861616,Prelude to Chaos Vandal,Premium,1775,NA,Valorant Points Card,2026-02-11 10:52:29
6397,528565,Glitchpop Phantom,Deluxe,1275,BR,PayPal,2026-03-20 18:50:06
6398,468452,Prelude to Chaos Vandal,Ultra,2475,NA,Credit Card,2026-01-03 10:45:07
6399,255411,RGX Blade,Select,875,AP,Valorant Points Card,2026-04-12 13:54:52
6400,931968,Oni Katana,Premium,1775,LAS,Credit Card,2026-03-17 14:34:13
6401,985456,Prelude to Chaos Vandal,Select,875,NA,Credit Card,2026-01-30 00:23:52
6402,334014,Oni Katana,Premium,1775,AP,Credit Card,2026-01-13 11:00:08
6403,712336,Prime Phantom,Select,875,AP,Valorant Points Card,2026-01-05 15:41:06
6404,247400,Ion Sheriff,Deluxe,1275,AP,Valorant Points Card,2026-03-31 18:43:42
6405,304293,Oni Katana,Select,875,BR,Credit Card,2026-01-29 09:21:11
6406,323881,RGX Blade,Premium,1775,AP,Valorant Points Card,2026-02-10 05:07:43
6407,266725,Oni Katana,Premium,1775,AP,Credit Card,2026-04-26 01:13:11
6408,749653,Glitchpop Phantom,Deluxe,1275,EU,PayPal,2026-01-09 08:19:38
6409,528000,Ion Sheriff,Premium,1775,LAN,Valorant Points Card,2026-02-04 18:07:49
6410,268538,Ion Sheriff,Select,875,EU,PayPal,2026-02-14 16:48:04
6411,526571,Reaver Vandal,Premium,1775,LAS,Valorant Points Card,2026-02-26 08:06:51
6412,368346,Ion Sheriff,Deluxe,1275,LAN,Credit Card,2026-03-30 23:54:24
6413,688126,RGX Blade,Premium,1775,NA,Valorant Points Card,2026-04-19 21:22:01
6414,642908,Oni Katana,Select,875,LAN,Credit Card,2026-03-25 13:13:31
6415,269180,Oni Katana,Select,875,BR,PayPal,2026-03-03 09:07:13
6416,825056,Ion Sheriff,Select,875,LAS,Valorant Points Card,2026-02-21 11:16:21
6417,112034,Ion Sheriff,Deluxe,1275,BR,Valorant Points Card,2026-01-27 10:12:51
6418,795307,Ion Sheriff,Deluxe,1275,BR,PayPal,2026-03-26 20:14:02
6419,460807,Oni Katana,Ultra,2475,LAN,Valorant Points Card,2026-03-23 09:22:24
6420,999871,Ion Sheriff,Select,875,EU,PayPal,2026-01-10 04:16:25
6421,272772,Prelude to Chaos Vandal,Deluxe,1275,NA,Valorant Points Card,2026-01-11 06:06:24
6422,222314,Oni Katana,Premium,1775,NA,Credit Card,2026-03-02 18:32:47
6423,432453,Prelude to Chaos Vandal,Premium,1775,EU,Valorant Points Card,2026-03-20 06:07:48
6424,636360,Glitchpop Phantom,Select,875,LAS,Valorant Points Card,2026-01-06 08:43:00
6425,155763,Glitchpop Phantom,Premium,1775,LAS,Valorant Points Card,2026-04-28 06:22:36
6426,824205,Ion Sheriff,Select,875,LAS,Valorant Points Card,2026-01-30 15:01:33
6427,995754,RGX Blade,Select,875,LAS,Valorant Points Card,2026-01-27 20:58:57
6428,724908,Elderflame Operator,Ultra,4350,NA,Credit Card,2026-01-07 17:00:17
6429,326451,Prelude to Chaos Vandal,Premium,1775,AP,Valorant Points Card,2026-03-04 19:36:59
6430,263401,Oni Katana,Select,875,EU,Credit Card,2026-04-17 10:37:09
6431,223331,Prime Phantom,Select,875,EU,Valorant Points Card,2026-04-20 22:59:17
6432,773699,Prime Phantom,Premium,1775,AP,Valorant Points Card,2026-01-24 20:23:30
6433,944635,RGX Blade,Deluxe,1275,AP,PayPal,2026-01-30 10:06:21
6434,838424,Oni Katana,Deluxe,1275,NA,Valorant Points Card,2026-01-12 10:34:00
6435,425304,Prime Phantom,Deluxe,1275,BR,Valorant Points Card,2026-05-04 14:33:23
6436,327668,RGX Blade,Premium,1775,LAS,Valorant Points Card,2026-02-12 15:04:44
6437,705808,Elderflame Operator,Deluxe,1275,EU,Valorant Points Card,2026-02-02 21:51:07
6438,887882,RGX Blade,Premium,1775,NA,Valorant Points Card,2026-04-12 05:01:27
6439,332244,Prime Phantom,Deluxe,1275,EU,PayPal,2026-03-23 20:11:17
6440,226911,Elderflame Operator,Deluxe,1275,AP,Valorant Points Card,2026-01-28 14:38:18
6441,110741,Elderflame Operator,Deluxe,1275,LAS,Valorant Points Card,2026-03-19 09:22:40
6442,596804,Ion Sheriff,Ultra,4350,LAS,PayPal,2026-01-12 07:37:29
6443,784543,Glitchpop Phantom,Deluxe,1275,LAS,Valorant Points Card,2026-03-21 05:12:25
6444,709245,RGX Blade,Premium,1775,BR,PayPal,2026-05-03 03:15:29
6445,510696,Prime Phantom,Premium,1775,NA,PayPal,2026-01-01 00:47:13
6446,693284,Reaver Vandal,Select,875,BR,Valorant Points Card,2026-04-28 06:30:00
6447,345886,Oni Katana,Select,875,LAS,Valorant Points Card,2026-04-15 13:49:05
6448,692303,Prime Phantom,Ultra,2475,BR,Valorant Points Card,2026-04-28 05:54:29
6449,576097,Elderflame Operator,Deluxe,1275,BR,PayPal,2026-01-11 03:04:39
6450,881562,Prelude to Chaos Vandal,Select,875,LAN,Valorant Points Card,2026-01-04 07:44:52
6451,376486,Oni Katana,Premium,1775,AP,Valorant Points Card,2026-03-23 06:05:50
6452,187135,Elderflame Operator,Select,875,LAS,Valorant Points Card,2026-04-29 01:36:31
6453,645565,Ion Sheriff,Ultra,2475,NA,Valorant Points Card,2026-03-28 22:45:51
6454,334371,Reaver Vandal,Deluxe,1275,NA,Credit Card,2026-02-22 20:28:31
6455,312921,Prime Phantom,Premium,1775,BR,PayPal,2026-01-22 00:57:36
6456,133732,RGX Blade,Select,875,EU,PayPal,2026-02-23 07:49:22
6457,164226,Glitchpop Phantom,Deluxe,1275,LAS,PayPal,2026-02-08 16:18:58
6458,605052,Ion Sheriff,Select,875,AP,Credit Card,2026-03-30 09:39:28
6459,987248,Prelude to Chaos Vandal,Ultra,4350,AP,PayPal,2026-01-02 14:56:53
6460,366615,Elderflame Operator,Select,875,EU,Valorant Points Card,2026-01-09 02:27:38
6461,418767,RGX Blade,Premium,1775,NA,Valorant Points Card,2026-02-12 07:59:07
6462,833272,Reaver Vandal,Select,875,EU,PayPal,2026-02-24 04:00:48
6463,628868,RGX Blade,Deluxe,1275,LAN,Valorant Points Card,2026-03-01 20:47:26
6464,969536,Glitchpop Phantom,Select,875,AP,Credit Card,2026-02-08 08:39:31
6465,269432,Ion Sheriff,Ultra,4350,AP,Valorant Points Card,2026-03-04 21:59:34
6466,453966,Oni Katana,Deluxe,1275,EU,Credit Card,2026-05-01 00:22:19
6467,212448,Glitchpop Phantom,Premium,1775,AP,Valorant Points Card,2026-01-30 22:33:25
6468,734331,Oni Katana,Premium,1775,LAS,Credit Card,2026-02-13 00:45:04
6469,750390,Prelude to Chaos Vandal,Select,875,LAN,Valorant Points Card,2026-02-10 15:30:34
6470,421058,Prime Phantom,Ultra,4350,AP,PayPal,2026-01-30 21:14:24
6471,979881,RGX Blade,Select,875,EU,PayPal,2026-04-06 17:43:34
6472,687764,Prime Phantom,Deluxe,1275,NA,PayPal,2026-05-06 15:53:12
6473,848307,Oni Katana,Select,875,LAS,PayPal,2026-01-22 23:40:10
6474,798733,Ion Sheriff,Deluxe,1275,LAN,PayPal,2026-03-12 11:27:43
6475,447871,RGX Blade,Deluxe,1275,NA,Credit Card,2026-03-18 05:35:26
6476,169187,Oni Katana,Select,875,NA,Valorant Points Card,2026-02-04 03:40:11
6477,562122,Glitchpop Phantom,Ultra,4350,LAN,Valorant Points Card,2026-03-17 12:45:27
6478,547441,Prime Phantom,Select,875,NA,Credit Card,2026-04-26 14:29:11
6479,126680,Oni Katana,Select,875,EU,Valorant Points Card,2026-02-10 02:29:28
6480,589078,Prime Phantom,Deluxe,1275,LAN,Valorant Points Card,2026-04-19 09:12:05
6481,712293,Prelude to Chaos Vandal,Premium,1775,NA,Credit Card,2026-01-17 19:48:23
6482,413198,RGX Blade,Select,875,LAS,Credit Card,2026-04-07 10:14:24
6483,228159,Prime Phantom,Premium,1775,LAS,PayPal,2026-01-19 11:32:29
6484,229005,Prime Phantom,Deluxe,1275,EU,Valorant Points Card,2026-02-19 22:12:00
6485,137729,Ion Sheriff,Select,875,NA,Credit Card,2026-01-26 19:30:07
6486,686205,Ion Sheriff,Deluxe,1275,EU,Credit Card,2026-04-28 02:25:51
6487,593607,Prelude to Chaos Vandal,Premium,1775,NA,Credit Card,2026-03-11 00:28:59
6488,463605,Oni Katana,Premium,1775,BR,Valorant Points Card,2026-04-04 15:48:08
6489,613198,Reaver Vandal,Select,875,AP,Valorant Points Card,2026-04-17 06:17:24
6490,317708,Glitchpop Phantom,Select,875,BR,Valorant Points Card,2026-04-05 03:00:26
6491,506716,Prelude to Chaos Vandal,Select,875,AP,PayPal,2026-01-31 05:38:59
6492,588082,Reaver Vandal,Select,875,BR,Credit Card,2026-04-20 06:33:50
6493,598079,RGX Blade,Select,875,BR,Credit Card,2026-01-31 15:18:14
6494,267438,Prime Phantom,Deluxe,1275,AP,Credit Card,2026-04-15 07:33:43
6495,389132,Ion Sheriff,Premium,1775,LAS,Credit Card,2026-05-03 09:19:30
6496,635230,Ion Sheriff,Select,875,EU,PayPal,2026-04-23 08:07:21
6497,633094,Ion Sheriff,Deluxe,1275,LAS,Credit Card,2026-01-05 01:18:45
6498,467808,RGX Blade,Select,875,EU,Credit Card,2026-04-09 17:05:04
6499,648471,Oni Katana,Deluxe,1275,LAS,Credit Card,2026-03-07 04:19:54
6500,241090,Oni Katana,Premium,1775,BR,Valorant Points Card,2026-05-01 04:41:37
6501,519127,Reaver Vandal,Select,875,EU,Credit Card,2026-01-24 07:28:25
6502,620231,Prime Phantom,Deluxe,1275,BR,Valorant Points Card,2026-03-29 19:21:28
6503,797018,Prime Phantom,Select,875,NA,Credit Card,2026-03-29 09:38:01
6504,760872,Oni Katana,Deluxe,1275,LAN,PayPal,2026-01-28 14:15:45
6505,664461,Oni Katana,Select,875,EU,Credit Card,2026-03-05 23:41:55
6506,798064,Ion Sheriff,Deluxe,1275,AP,PayPal,2026-01-15 15:00:10
6507,159308,Elderflame Operator,Deluxe,1275,EU,PayPal,2026-04-29 06:08:58
6508,142041,RGX Blade,Select,875,BR,Credit Card,2026-02-11 21:03:50
6509,295663,Prelude to Chaos Vandal,Select,875,LAN,PayPal,2026-03-29 18:09:26
6510,902915,Prime Phantom,Select,875,EU,PayPal,2026-01-16 13:20:08
6511,216129,Reaver Vandal,Ultra,2475,LAS,Valorant Points Card,2026-01-13 23:02:57
6512,554229,Prelude to Chaos Vandal,Select,875,BR,Credit Card,2026-03-24 05:11:26
6513,170318,Reaver Vandal,Premium,1775,AP,Credit Card,2026-02-09 04:25:28
6514,398373,Prelude to Chaos Vandal,Premium,1775,NA,Valorant Points Card,2026-02-28 20:10:37
6515,981509,Oni Katana,Deluxe,1275,LAS,Valorant Points Card,2026-02-27 14:56:04
6516,608910,Prelude to Chaos Vandal,Select,875,NA,Credit Card,2026-02-13 15:25:30
6517,991584,Prelude to Chaos Vandal,Select,875,AP,Valorant Points Card,2026-03-14 17:06:21
6518,650314,Ion Sheriff,Deluxe,1275,BR,Valorant Points Card,2026-02-12 08:08:01
6519,968994,Elderflame Operator,Deluxe,1275,AP,PayPal,2026-03-27 06:36:49
6520,227267,Reaver Vandal,Deluxe,1275,LAN,Credit Card,2026-02-16 20:14:15
6521,467892,Glitchpop Phantom,Select,875,BR,Credit Card,2026-04-15 11:43:38
6522,185473,Oni Katana,Select,875,NA,Credit Card,2026-01-28 12:42:17
6523,841719,Reaver Vandal,Premium,1775,LAS,Credit Card,2026-04-20 23:35:59
6524,362683,Prime Phantom,Premium,1775,BR,Valorant Points Card,2026-04-15 16:51:14
6525,191954,Glitchpop Phantom,Deluxe,1275,BR,Credit Card,2026-03-29 05:03:59
6526,593417,Oni Katana,Premium,1775,LAS,PayPal,2026-03-21 07:27:09
